245.376905041032	466.807151230950
215.365181711606	449.550410316530
189.855216881594	403.032239155920
171.097889800703	346.760257913247
171.848182883939	265.728604923798
180.101406799531	192.199882766706
213.864595545135	173.442555685815
298.647713950762	177.944314185229
337.662954279015	206.455451348183
337.662954279015	249.222157092614
341.414419695193	352.762602579133
315.904454865182	409.034583821805
278.389800703400	448.800117233294
162.094372801876	341.508206330598
148.589097303634	306.994724501759
147.088511137163	267.979484173505
153.841148886284	217.709847596718
164.345252051583	150.933763188746
213.864595545135	108.917350527550
309.902110199297	111.168229777257
345.916178194607	139.679366940211
374.427315357562	194.450762016413
371.426143024619	282.985345838218
372.926729191090	322.750879249707
357.920867526377	349.761430246190
210.863423212192	281.484759671747
294.145955451348	282.235052754982
180.101406799531	259.726260257913
202.610199296600	253.723915592028
227.369871043376	261.226846424385
267.135404454865	261.226846424385
297.147127784291	261.977139507620
328.659437280188	274.732121922626
247.627784290739	272.481242672919
216.865767878077	337.006447831184
238.624267291911	344.509378663541
265.634818288394	340.757913247362
205.611371629543	381.273739742087
243.126025791325	375.271395076202
285.142438452521	385.775498241501
224.368698710434	395.529308323564
243.126025791325	403.782532239156
267.885697538101	401.531652989449
